Landing page,Sessions,Session key event rate,Key events
/expand-globally/markets/europe/norway,8,0.125,1
/insights,8,0.125,1
/insights/cop,8,0.125,1
/sv/expandera-globalt/marknader/asien-och-oceanien/malaysia,8,0.125,1
/sv/expandera-globalt/marknader/mellanostern-och--afrika/marocko,8,0.125,1
/contacts2/americas/usa/san-francisco,8,0,0
/expand-globally/strategic-projects/global-gateway,8,0,0
/insights/blogs/germany-a-new-era-for-investment/germanys-fiscal-foundations-for-the-coming-years--as-of-07.08.2025,8,0,0
/sv/campaigns/bio/starta-foretag-utomlands--expandera-till-nya-marknader,8,0,0
/sv/expandera-globalt/exportregler,8,0,0
/sv/expandera-globalt/marknader/asien-och-oceanien_container/indien,8,0,0
/sv/expandera-globalt/marknader/europa/osterrike,8,0,0
/sv/investera-i-sverige/sverige/samarbetspartners-i-sverige,8,0,0
/sv/om-oss/media/pressreleaser/pressreleaser/2025/svenska-bolag-visar-upp-spetskompetens-inom-forsvar-och-sakerhet-pa-mspo-2025,8,0,0
/expand-globally/markets/americas,7,0.2857142857142857,5
/insights/reports/business-climate-surveys/mainland-china-business-climate-survey-2025,7,0.42857142857142855,3
/insights/reports/business-climate-surveys/canada-business-climate-survey-20253,7,0.14285714285714285,2
/insights/reports/business-climate-surveys/india-business-climate-survey-2025,7,0.2857142857142857,2
/contacts2/asia-pacific/vietnam-ho-chi-minh-city,7,0.14285714285714285,1
/insights/reports/business-climate-surveys/malaysia-business-climate-survey-2025,7,0.14285714285714285,1
/insights/reports/executive-global-insights/the-rise-of-brics,7,0.14285714285714285,1
/insights/reports/whitepapers--guides/sustainability-and-conscious-consumerism-in-singapore,7,0.14285714285714285,1
/sv/expandera-globalt/marknader,7,0.14285714285714285,1
/sv/insikter/rapporter/executive-global-insights/vagen-till-resiliens-for-halvledare,7,0.14285714285714285,1
/sv/om-oss/media/pressreleaser/pressreleaser/2025/nytt-regeringsuppdrag-till-business-sweden-inom-investeringsframjandet,7,0.14285714285714285,1
/code-of-conduct,7,0,0
/contact/offices-in-sweden,7,0,0
/events/da5d577259,7,0,0
/events/dcf8ecdc26,7,0,0
/events/eb0eb9588d,7,0,0
/events/sweden-at-cop30,7,0,0
/expand-globally/markets/europe/benelux,7,0,0
/expand-globally/markets/europe_container/turkey,7,0,0
/expand-globally/trade--development/our-partnerships-for-trade--development,7,0,0
/guider/skeppningshandboken/landinformation,7,0,0
/industries/consumer-goods,7,0,0
/insights/articles/a-new-chapter-for-cote-divoire-swedish-alliance-accelerates-west-africas-largest-clean-water-project,7,0,0
/insights/articles/amping-up-north-americas-tech-powerhouse,7,0,0
/insights/articles/three-reasons-why-sweden-is-spearheading-the-global-fight-against-alzheimers,7,0,0
/insights/calendar/2025/tif/suppliers-declaration--provide-your-customer-with-the-correct-information-on-the-origin-of-goods,7,0,0
/insights/client-cases/nvidia,7,0,0
/insights/cop/the-climate-matchmaker-for-global-action/cases/energy/flower,7,0,0
/insights/expo-2025-osaka,7,0,0
/insights/podcasts/new-trends-in-the-swedish-retail-market,7,0,0
/sv/expandera-globalt/marknader/asien-och-oceanien/taiwan,7,0,0
/sv/expandera-globalt/marknader/europa/finland,7,0,0
/sv/expandera-globalt/marknader/europa_container/frankrike,7,0,0
/sv/expandera-globalt/marknader/mellanostern-och--afrika_container/forenade-arabemiraten,7,0,0
/sv/insikter/podcasts/afrikas-frihandelsavtal-signalerar-en-ny-era-for-tillvaxt,7,0,0
/sv/kontakter/americas/usa/new-york,7,0,0
/sv/om-oss/media/pressreleaser/pressreleaser/2025/business-sweden-oppnar-nytt-kontor-i-peru--starker-synergier-mellan-handel-och-utveckling,7,0,0
/expand-globally/markets/asia-pacific_container_eng/south-korea,6,0,0
/sv/om-oss/media/pressreleaser/pressreleaser/2025/ny-livsmedelssatsning-hos-business-sweden,6,0,0
/sv/insikter/rapporter,6,0.3333333333333333,2
/brand--design-guidelines,6,0.16666666666666666,1
/sv/expandera-globalt/marknader/asien-och-oceanien/filippinerna,6,0.16666666666666666,1
/sv/kontakter/per-porten,6,0.16666666666666666,1
/about-us/join-us/we-are-business-sweden,6,0,0
/about-us/media/press-releases,6,0,0
/contact/contact-business-sweden,6,0,0
/contacts2/christina-keighren,6,0,0
/events/bfb0a93ef3,6,0,0
/events/de09c43ddf,6,0,0
/expand-globally/delegationsandtrade-fairs,6,0,0
/expand-globally/markets/asia-pacific_container_eng/china,6,0,0
/expand-globally/markets/asia-pacific_container_eng/india,6,0,0
/insights/reports/business-climate-surveys/japan-business-climate-survey-2025,6,0.16666666666666666,6
/expand-globally/markets/europe/finland,6,0,0
/expand-globally/markets/mea_container/nigeria,6,0,0
/insights/articles/queen-of-the-waves-inna-braverman,6,0,0
/insights/articles/setting-up-your-business-in-nigeria-a-practical-guide,6,0,0
/insights/blogs/germany-a-new-era-for-investment/germanys-record-defence-modernisation-drive-as-of-22-october-20252,6,0,0
/insights/calendar/2025/sweden-indonesia-sustainability-partnership-week,6,0,0
/public/events/bfb0a93ef3/pages/fc0af257a3,6,0,0
/sv/expandera-globalt/business-support-services/stod-vid-foretagsetablering,6,0,0
/sv/expandera-globalt/strategiska-projekt,6,0,0
/sv/expandera-globalt/strategiska-projekt/global-gateway,6,0,0
/sv/insikter/artiklar/sveriges-life-science-industrier,6,0,0
/sv/insikter/artiklar/taiga-motors,6,0,0
/sv/kontakt/fakturor,6,0,0
/sv/kontakter/mattias-dec,6,0,0
/sv/kontakter/nikki-brandt,6,0,0
/sv/om-oss/media/pressreleaser/pressreleaser/2024/victoria-rossi-ny-cco-for-business-sweden,6,0,0
/insights/global-analysis/global-economic-outlook,6,0.5,3
/about-us/sustainability/focus-areas,5,0,0
/sv/om-oss/media/pressreleaser/pressreleaser/2025/internationella-handelsdagen-2025-strategier-for-framgang-i-en-ny-global-verklighet,5,0,0
/insights/reports/whitepapers--guides/malaysias-semiconductor-momentum,5,0.2,2
/insights/reports/whitepapers--guides/swedens-nuclear-future--mapping-the-value-chain,5,0.2,2
/sv/insikter/rapporter/whitepapers--guides/karnkraftens-framtid-i-sverige---en-kartlaggning-av-vardekedjan,5,0.2,2
/insights/reports/business-climate-surveys/taiwan-business-climate-survey-2025,5,0.2,1
/sv/insikter/rapporter/business-climate-surveys/indien-business-climate-survey-20252,5,0.2,1
/sv/kalendarium,5,0.2,1
/sv/om-oss/media/pressreleaser/pressreleaser/2025/investeringsviljan-faller-i-skuggan-av-geopolitiken,5,0.2,1
/sv/om-oss/organisation-och-styrning,5,0.2,1
/about-us/media/press-releases/press-releases/2024/cloud-provider-coreweave-establishes-presence-in-sweden,5,0,0
/expand-globally/markets/asia-pacific/taiwan/konsulara-tjanster-for-svenska-medborgare,5,0.6,3
/calendar,5,0,0
/contacts2/jaani-heinonen,5,0,0
/contacts2/kacper-pierzynowski,5,0,0
/contacts2/michail-pagounis,5,0,0
/cop,5,0,0
/events/afc0aa80f3/overview,5,0,0
/expand-globally/market-expansion,5,0,0
/expand-globally/markets/asia-pacific/taiwan/consular-services-for-taiwanese-citizen,5,0,0
/expand-globally/markets/europe/austria,5,0,0
/expand-globally/markets/europe_container/united-kingdom,5,0,0
/insights/articles/nigeria-a-fashion-hot-spot,5,0,0
/insights/articles/swedens-new-material-ecosystem,5,0,0
/insights/blogs/all-blogs/five-pillars-of-growth-in-indias-healthcare-sector,5,0,0
/insights/blogs/us-trade-policy-shifts,5,0,0
/insights/blogs/us-trade-policy-shifts/tariff-turmoil-is-back-as-90-day-pause-ends,5,0,0
/insights/client-cases/amazon-web-services,5,0,0
/insights/client-cases/swedish-unicorn-polarium-reduces-diesel-dependency-in-africa,5,0,0
/insights/client-cases/westermo-captures-transport-and-industrial-automation-boom-in-india,5,0,0
/insights/client-cases/zalando,5,0,0
/insights/global-analysis/export-managers-index,5,0,0
/insights/podcasts/south-korean-sono-group-establishes-a-new-concept-on-the-high-coast,5,0,0
/insights/reports/executive-global-insights/DEI,5,0,0
/kurser/internationell-e-handel,5,0,0
/public/events/ac9f6b716d/pages/ed19bd5af0,5,0,0
/shortcut-redirect/contacts-join-sweden-2025,5,0,0
/sv/expandera-globalt/delegationerochmassor,5,0,0
/sv/expandera-globalt/exportregler/kursbeskrivningar,5,0,0
/sv/expandera-globalt/exportregler/kursbeskrivningar/leveransvillkor-och-incoterms-2020,5,0,0
/sv/expandera-globalt/marknader/europa/tjeckien,5,0,0
/sv/expandera-globalt/sme/go-global,5,0,0
/sv/insikter/focusasia-2024/100-affarsmojligheter-asien/2024/eastern-hsr-phase-1-and-2,5,0,0
/sv/insikter/focusasia-2024/100-affarsmojligheter-asien/2024/lien-chieu-seaport,5,0,0
/sv/insikter/focusasia-2024/100-affarsmojligheter-asien/2024/sustainable-fashion-in-india-bangladesh,5,0,0
/sv/insikter/kundcase/hur-tiger-of-sweden-tog-sin-in-pa-den-koreanska-marknaden,5,0,0
/sv/insikter/podcasts,5,0,0
/sv/kontakter/event-kontakter/jenny-stromberg,5,0,0
/sv/kontakter/niklas-grybe,5,0,0
/sv/kontakter/sara-hedin,5,0,0
/sv/kontakter/sverige/regionala-kontakter/sme,5,0,0
/sv/kontakter/yvonne-pernodd,5,0,0
/sv/om-oss/hallbarhet/fokusomraden,5,0,0
/insights/reports/business-climate-surveys/thailand-business-climate-survey-2025,5,0.6,3
/sv/insikter/kundcase/cellavision-expanderar-globalt-med-flexibla-foretagstjanster,4,0,0
/sv/om-oss/media/pressreleaser/pressreleaser/2025/svensk-tech-fortsatter-trotsa-lagkonjunkturen,4,0,0
/guider/exportguiden/tullar-och-dokument/export-till-lander-utanfor-eu/dokumentkrav,4,0.25,1
/insights/reports/executive-global-insights,4,0.25,1
/sv/insikter/kundcase/personalkollen-har-framgangsrikt-validerat-sin-produkt-med-viktiga-partners,4,0.25,1
/about-us/employment-service-questions--answers,4,0,0
/about-us/media/press-releases/press-releases/2025/join-sweden-summit-global-business-leaders-gather-in-stockholm,4,0,0
/about-us/media/press-releases/press-releases/2025/sweden-leads-the-way-toward-the-mining-industry-of-the-future-at-imarc-2025-in-sydney,4,0,0
/about-us/media/press-releases/press-releases/2025/swedish-business-delegation-to-canada-focusing-on-ai-defence--security-and-electrification-in-connection-with-the-royal-couples-state-visit,4,0,0
/about-us/sustainability/whistleblowing-service,4,0,0
/brand--design-guidelines/colours,4,0,0
/brand--design-guidelines/typography,4,0,0
/campaigns/Germanys-investment-push-opportunities-for-swedish-companies,4,0,0
/contact/invoices,4,0,0
/contacts2/event-contacts/martin-ekberg-advisory,4,0,0
/contacts2/per-porten,4,0,0
/contacts2/rickard-levin,4,0,0
/contacts2/sweden/hq/emma-modeer-wiking,4,0,0
/events/ae13d102e7/overview,4,0,0
/events/afc0aa80f3/login,4,0,0
/events/faf25bd9ef,4,0,0
/expand-globally/business-support-services/eu-salary-administration,4,0,0
/expand-globally/geopolitical-advisory/geo-panel,4,0,0
/expand-globally/markets/asia-pacific_container_eng/singapore,4,0,0
/expand-globally/markets/europe,4,0,0
/expand-globally/markets/europe_container/benelux,4,0,0
/expand-globally/sme,4,0,0
/expand-globally/sme/go-global,4,0,0
/expand-globally/trade--development/helpdesk-for-responsible-business-conduct,4,0,0
/guider/e-handelsguiden/landinformation/italien,4,0,0
/industries/materials,4,0,0
/industries/transport,4,0,0
/insights/articles/how-sweden-unlocked-sub-saharan-africas-largest-solar-project,4,0,0
/insights/articles/liberia--a-market-on-the-rise,4,0,0
/insights/articles/relevance-of-chinas-new-economic-measures-for-swedish-companies,4,0,0
/insights/articles/swedens-battery-industry-grows-kedali-sets-up-production-at-northvolt-gigafactory,4,0,0
/insights/articles/swedens-life-science-ecosystem,4,0,0
/insights/articles/the-big-fashion-opportunity-in-apac--how-to-build-your-presence,4,0,0
/insights/articles/the-golden-child--business-opportunities-introducing-sustainable-childrens-wear-and-learning-concepts-in-asia,4,0,0
/insights/articles/unlocking-housing-efficiency-and-affordability,4,0,0
/insights/blogs/us-trade-policy-shifts/Navigating-US-customs-compliance,4,0,0
/insights/calendar/2025/high-level-business-delegation-to-poland,4,0,0
/insights/calendar/2025/the-swedish-pavilion-at-mobile-world-congress-2026,4,0,0
/insights/calendar/2025/winning-public-tenders,4,0,0
/insights/cop/the-climate-matchmaker-for-global-action/cases/buildings/Adapteo-Worker-villages-at-scale,4,0,0
/insights/reports/executive-global-insights/navigating-supply-chain-complexities,4,0,0
/privacy-policy,4,0,0
/public/events/ac9f6b716d/pages/db84baabc2,4,0,0
/public/events/ad7a4a785d/pages/acdcc51b10,4,0,0
/public/events/ca899c995f/pages/fcc660062e,4,0,0
/public/events/da5d577259/pages/ef654e58e7,4,0,0
/public/events/dbd4c799c1/pages/bd76439ba0,4,0,0
/public/events/sweden-at-cop29/companies/fe40860fab,4,0,0
/public/events/sweden-at-cop30/booths,4,0,0
/sv/campaigns/kriget-i-ukraina/hur-stor-ar-sveriges-handel-med-ryssland,4,0,0
/sv/expandera-globalt/exportregler/kursbeskrivningar/e-handel,4,0,0
/sv/expandera-globalt/marknader/asien-och-oceanien/indonesien,4,0,0
/sv/expandera-globalt/marknader/mellanostern-och--afrika_container/kenya,4,0,0
/sv/expandera-globalt/marknader/nord-och-sydamerika/mexiko,4,0,0
/sv/industrier/energy,4,0,0
/sv/insikter/focusasia-2024/100-affarsmojligheter-asien/2024/Nordic-Health-Summit,4,0,0
/sv/insikter/kundcase,4,0,0
/sv/industrier/life-science,4,0.25,5
/sv/insikter/kundcase/hcl,4,0,0
/sv/insikter/kundcase/organowood-expanderar-globalt-med-miljovanliga-traprodukter,4,0,0
/sv/insikter/kundcase/parans-solar-lyser-upp-usa,4,0,0
/sv/insikter/podcasts/carin-skoglar-om-vikten-att-jobba-med-exporttekniska-fragor,4,0,0
/sv/insikter/rapporter/whitepapers--guides/en-uppdaterad-plan-for-att-navigera-i-kina-under-osakra-forhallanden,4,0,0
